F	一楼快餐厅	7079	52234.95	7.37886000848
F	一餐教工餐厅	20725	174030.02	8.39710591074
F	一餐清真	11184	70321.51	6.28768866237
F	上海快餐	109477	571634.36	5.22150186797
F	上海快餐定额卡	9	20.4	2.26666666667
F	东餐厅	36707	260176.67	7.08793063993
F	中式点心	84821	332439.71	3.91930901546
F	中西餐厅	821	40951.45	49.8799634592
F	串串烧	5719	69325.15	12.1219006819
F	二大楼教工餐厅	28065	242068.6	8.62528416177
F	二楼快餐厅	17646	135820.0	7.69692848238
F	二楼面馆	11549	112239.13	9.71851502295
F	供应点1	132	1781.0	13.4924242424
F	六餐东一楼餐厅	23525	157637.01	6.7008293305
F	六餐伊诺咖啡	299	7882.1	26.3615384615
F	六餐面馆	6106	39070.0	6.39862430396
F	吉姆丽德	880	40951.3	46.5355681818
F	吉祥小厨	53085	266153.89	5.0137306207
F	后发定额卡（第四餐饮）	29	175.68	6.05793103448
F	哈乐之家	51193	344918.3	6.73760670404
F	土豆粉	6006	40543.6	6.75051615052
F	大众餐厅	27719	191525.81	6.90954976731
F	川味点心	117806	550469.23	4.67267567017
F	川菜	16255	120666.3	7.42333435866
F	教工餐厅	27369	203354.31	7.4300964595
F	教育超市	41044	334730.99	8.15541833155
F	新疆餐厅	8007	90277.8	11.2748594979
F	松叶蔬菜	12	14.0	1.16666666667
F	梦园面包房2	18407	69320.8	3.76600206443
F	江南小吃	73450	264297.94	3.59833818924
F	海派食府	20659	126862.53	6.14078755022
F	淮扬快餐	90055	331326.49	3.67915707068
F	炒面	3662	28337.9	7.73836701256
F	炖品	15379	44690.6	2.90594967163
F	点心	7016	75234.1	10.723218358
F	烤肉	8465	85428.13	10.0919232132
F	烧腊饭	3830	29691.9	7.75245430809
F	甜点	2199	27674.0	12.5848112779
F	百味林	1740	23960.1	13.7701724138
F	笼仔饭	2847	27778.8	9.75721812434
F	粉面饭	6435	61373.6	9.53746697747
F	粥档	13947	119458.7	8.56518964652
F	绿园餐厅	32889	311170.16	9.46122290127
F	苏记麻辣烫	1385	13352.68	9.64092418773
F	西北面点	68858	307941.76	4.47212756688
F	西式快餐	30700	439753.41	14.3242153094
F	西餐厅	2763	18825.97	6.81359753891
F	闵行三餐时光咖啡	1806	33628.0	18.6201550388
F	闵行第三餐饮外婆桥	50375	500211.39	9.9297546402
F	闵行第三餐饮学生餐厅	156679	804176.08	5.13263475003
F	闵行第三餐饮清真餐厅	10227	59106.1	5.7794172289
F	面包房1	149	808.7	5.42751677852
F	面点	47729	145485.22	3.04815143833
F	顺日北小吃	77455	322632.12	4.1654137241
F	风味煲仔饭	8900	91204.9	10.247741573
F	高知餐厅	958	7656.42	7.99208768267
F	麻辣烫	5917	39618.9	6.69577488592
M	一楼快餐厅	43815	371735.16	8.48419856214
M	一餐教工定额卡	3	30.5	10.1666666667
M	一餐教工餐厅	45716	447647.5	9.79192186543
M	一餐清真	34936	248619.7	7.11643290588
M	上海快餐	290501	1587288.89	5.46397048547
M	上海快餐定额卡	28	53.7	1.91785714286
M	东餐厅	118231	970183.64	8.20583129636
M	中式点心	142174	610529.54	4.2942418445
M	中西餐厅	2138	113225.15	52.9584424696
M	串串烧	13808	181067.18	13.1132082851
M	二大楼教工餐厅	86011	855580.27	9.94733545709
M	二楼快餐厅	89876	818484.91	9.10682395745
M	二楼面馆	42892	432171.17	10.0757989835
M	供应点1	79	930.5	11.7784810127
M	六餐东一楼餐厅	62487	475891.01	7.61584025477
M	六餐伊诺咖啡	600	18132.0	30.22
M	六餐面馆	18178	126566.82	6.96263725382
M	吉姆丽德	1516	86189.2	56.8530343008
M	吉祥小厨	83761	442499.79	5.28288571053
M	后发定额卡（第四餐饮）	49	385.04	7.85795918367
M	哈乐之家	141268	1084923.27	7.6798940312
M	土豆粉	15712	104148.3	6.62858324847
M	大众餐厅	177517	1384010.94	7.79649802554
M	川味点心	266977	1324862.56	4.96245953771
M	川菜	49178	429650.57	8.73664179105
M	教工餐厅	73069	630488.05	8.62866673966
M	教育超市	164862	1251542.78	7.59145697614
M	新疆餐厅	43131	467589.1	10.8411374649
M	松叶蔬菜	4	8.0	2.0
M	梦园面包房2	49035	187785.9	3.82962985623
M	江南小吃	192783	729170.93	3.78234040346
M	海派食府	36760	264006.54	7.18189717084
M	淮扬快餐	163058	770867.79	4.72756804327
M	炒面	14532	116689.09	8.02980250482
M	炖品	41773	136891.7	3.27703779954
M	点心	38603	425602.86	11.0251239541
M	烤肉	33264	347656.66	10.4514387927
M	烧腊饭	20264	164998.13	8.14242647059
M	甜点	6351	80291.33	12.6423130216
M	百味林	2305	26209.18	11.3705770065
M	笼仔饭	7133	72375.2	10.1465302117
M	粉面饭	9537	108325.63	11.3584596833
M	粥档	49454	432727.94	8.75011000121
M	绿园餐厅	253857	2255935.94	8.88664066777
M	苏记麻辣烫	3492	34542.04	9.89176403207
M	西北面点	162736	700086.16	4.30197473208
M	西式快餐	50901	830812.83	16.3221317852
M	西餐厅	7676	59619.21	7.76696326212
M	闵行三餐时光咖啡	1805	33870.0	18.7645429363
M	闵行第三餐饮外婆桥	212226	2221262.18	10.4664941148
M	闵行第三餐饮学生餐厅	469215	2989117.73	6.3704649894
M	闵行第三餐饮清真餐厅	43564	281462.97	6.46090740061
M	面包房1	125	701.7	5.6136
M	面点	142303	497938.41	3.49914204198
M	顺日北小吃	119864	510292.73	4.25726431623
M	风味煲仔饭	25441	279826.9	10.9990527102
M	高知餐厅	4740	40583.6	8.56194092827
M	麻辣烫	22567	179312.6	7.94578809766
