M	五餐	109045	1000892.25	9.17870833142
M	一餐	198223	978384.65	4.93577763428
M	三餐	270939	1782850.95	6.58026696046
M	四餐	433654	3120626.86	7.19612147011
M	六餐	52426	381831.25	7.28324209362
M	二餐	641620	3995591.41	6.22734860198
M	哈乐	8248	65687.1	7.96400339476
P	三餐	134579	855051.44	6.35352796499
P	一餐	157065	776707.81	4.94513615382
P	二餐	217894	1417604.7	6.50593729061
P	四餐	297575	2098268.06	7.05122426279
P	哈乐	4777	39587.2	8.28704207662
P	六餐	52455	385576.0	7.35060528072
P	五餐	66108	608838.96	9.2097622073
U1	五餐	10144	112935.94	11.1332748423
U1	六餐	1601	16592.04	10.3635477826
U1	二餐	179223	1250634.47	6.9780913722
U1	一餐	240239	1201684.42	5.00203722127
U1	哈乐	25534	223596.75	8.75682423435
U1	四餐	40003	385242.77	9.63034697398
U1	三餐	416839	3135807.64	7.5228268948
U2	一餐	259842	1328700.88	5.11349543184
U2	哈乐	31072	272204.09	8.76043029094
U2	四餐	39827	368072.53	9.24178396565
U2	二餐	473898	3215976.34	6.78622053691
U2	三餐	54573	497326.29	9.11304656149
U2	五餐	7737	90169.84	11.6543673258
U2	六餐	906	9327.9	10.2956953642
U3	哈乐	112071	745601.84	6.65294179583
U3	六餐	1289	11062.64	8.58234290147
U3	一餐	208541	1156980.65	5.54797689663
U3	二餐	232985	1544880.88	6.63081691954
U3	四餐	23651	219696.08	9.28908206841
U3	三餐	42970	409859.43	9.53826925762
U3	五餐	8849	102067.3	11.5343315629
U4	五餐	13205	154353.31	11.6890049224
U4	四餐	16791	154127.57	9.17917753558
U4	六餐	2051	17163.01	8.36811799122
U4	三餐	23744	222880.31	9.38680550876
U4	二餐	453010	3070362.97	6.77769358292
U4	一餐	52298	296775.94	5.6747091667
U4	哈乐	9723	75646.19	7.78012856114
W	哈乐	1036	7518.4	7.25714285714
W	三餐	2253	19058.39	8.45911673324
W	二餐	28698	195773.79	6.82186180222
W	四餐	4503	36076.63	8.01168776371
W	六餐	467	3626.1	7.76466809422
W	一餐	7122	38933.5	5.46665262567
W	五餐	728	7604.32	10.4454945055
