一餐	028	6	14.3	2.38333333333
一餐	029	328	919.0	2.80182926829
一餐	030	64	159.6	2.49375
一餐	033	9	31.0	3.44444444444
一餐	034	418	1404.2	3.35933014354
一餐	035	1599	4968.2	3.10706691682
一餐	036	2683	8127.19	3.02914275065
一餐	037	3738	11032.96	2.95156768325
一餐	038	5727	16741.06	2.92318142134
一餐	039	6207	16894.25	2.72180602546
一餐	040	10221	29802.79	2.91583895901
一餐	041	11189	30373.88	2.71461971579
一餐	042	15924	43376.71	2.72398329565
一餐	043	25559	71356.19	2.79182245002
一餐	044	41710	117891.59	2.82645864301
一餐	045	53937	157945.64	2.92833565085
一餐	046	38015	112619.06	2.96249006971
一餐	047	18851	49100.09	2.6046411331
一餐	048	17360	45251.14	2.60663248848
一餐	049	18041	47457.95	2.63056094452
一餐	050	19719	51426.22	2.60795273594
一餐	051	21320	56507.41	2.65044136961
一餐	052	18652	50000.08	2.6806819644
一餐	053	17469	47240.4	2.70424179976
一餐	054	15759	43362.15	2.7515800495
一餐	055	15693	44312.7	2.82372395335
一餐	056	17727	51649.46	2.91360410673
一餐	057	22263	67454.91	3.0299110632
一餐	058	13126	41062.2	3.12831022398
一餐	059	5218	19138.9	3.66786124952
一餐	060	3034	13098.41	4.31720830587
一餐	061	4156	17433.27	4.19472329163
一餐	062	3577	18610.95	5.20294939894
一餐	063	5411	35002.78	6.46881907226
一餐	064	7674	50723.5	6.60978629137
一餐	065	13890	94012.34	6.76834701224
一餐	066	22925	156299.36	6.81785648855
一餐	067	31916	219491.35	6.87715722522
一餐	068	46402	324401.52	6.99111072799
一餐	069	73220	528931.33	7.22386410817
一餐	070	57721	413145.09	7.15762183607
一餐	071	27511	186284.26	6.77126458508
一餐	072	19125	124964.22	6.53407686275
一餐	073	13396	84845.05	6.33361077934
一餐	074	9678	59674.32	6.16597644141
一餐	075	6035	36298.97	6.01474233637
一餐	076	3137	17776.44	5.66670066943
一餐	077	1259	6892.1	5.47426528991
一餐	078	514	2699.14	5.25124513619
一餐	079	331	1960.0	5.92145015106
一餐	080	133	618.8	4.65263157895
一餐	081	178	805.3	4.52415730337
一餐	082	110	613.1	5.57363636364
一餐	083	66	299.4	4.53636363636
一餐	084	502	3199.9	6.37430278884
一餐	085	283	2003.51	7.07954063604
一餐	086	100	481.3	4.813
一餐	087	81	354.4	4.37530864198
一餐	088	58	290.2	5.00344827586
一餐	089	320	2010.6	6.283125
一餐	090	90	375.4	4.17111111111
一餐	091	133	663.3	4.98721804511
一餐	092	309	2958.82	9.57546925566
一餐	093	355	1880.0	5.29577464789
一餐	094	473	2873.94	6.07598308668
一餐	095	1029	6874.58	6.68083576288
一餐	096	1580	10421.21	6.59570253165
一餐	097	2906	19208.28	6.60986923606
一餐	098	5312	34235.3	6.44489834337
一餐	099	7558	49252.32	6.51658110611
一餐	100	12225	81446.77	6.66231247444
一餐	101	22369	150932.5	6.74739594975
一餐	102	35270	234761.44	6.6561224837
一餐	103	43855	294066.17	6.70541945046
一餐	104	52761	354197.59	6.71324633726
一餐	105	51942	343082.25	6.60510280698
一餐	106	33197	205141.94	6.17953248788
一餐	107	23104	136924.69	5.92644953255
一餐	108	17268	99907.78	5.78571809127
一餐	109	9806	53848.68	5.49140118295
一餐	110	5734	29984.28	5.2292082316
一餐	111	3196	16619.87	5.20020963705
一餐	112	1341	6570.7	4.89985085757
一餐	113	224	1006.2	4.49196428571
一餐	114	16	83.7	5.23125
一餐	115	2	8.0	4.0
三餐	036	9	32.8	3.64444444444
三餐	037	387	1376.7	3.55736434109
三餐	038	2123	7327.39	3.45143193594
三餐	039	3519	11939.1	3.39275362319
三餐	040	5729	19202.62	3.35182754407
三餐	041	9340	31106.86	3.33049892934
三餐	042	13786	46167.16	3.34884375453
三餐	043	19383	64391.53	3.32206211629
三餐	044	24069	78816.58	3.27460966388
三餐	045	23279	73580.43	3.16080716526
三餐	046	16335	48745.95	2.98414141414
三餐	047	14963	41941.01	2.80298135401
三餐	048	17468	48968.14	2.80330547286
三餐	049	19198	54614.67	2.84481039692
三餐	050	19365	54606.56	2.81985850762
三餐	051	19692	57064.32	2.89784277879
三餐	052	16106	47579.1	2.9541226872
三餐	053	15004	43817.4	2.92038123167
三餐	054	11948	36084.8	3.02015400067
三餐	055	8774	27230.98	3.10359927057
三餐	056	6324	20464.5	3.2360056926
三餐	057	4274	16274.38	3.80776321947
三餐	058	2039	10101.41	4.95410004904
三餐	059	876	6361.84	7.26237442922
三餐	060	751	6777.23	9.02427430093
三餐	061	1871	10913.23	5.83283270978
三餐	062	1619	14787.52	9.13373687461
三餐	063	2932	26186.83	8.93138813097
三餐	064	5943	53252.49	8.96054013125
三餐	065	12313	108208.1	8.78811824901
三餐	066	22042	192658.95	8.74053851738
三餐	067	33638	294943.7	8.76816992687
三餐	068	43805	386281.62	8.8182084237
三餐	069	53711	485812.82	9.04494088734
三餐	070	61031	565956.64	9.27326506202
三餐	071	40525	367411.06	9.0662815546
三餐	072	28059	252757.09	9.00805766421
三餐	073	18999	172364.23	9.07227906732
三餐	074	12340	112763.26	9.13802755267
三餐	075	7866	72944.76	9.27342486651
三餐	076	3673	34533.21	9.40190852164
三餐	077	1484	14253.04	9.60447439353
三餐	078	485	5049.35	10.4110309278
三餐	079	171	2019.56	11.8102923977
三餐	080	82	1063.8	12.9731707317
三餐	081	56	938.72	16.7628571429
三餐	082	48	860.78	17.9329166667
三餐	083	34	588.98	17.3229411765
三餐	084	24	354.66	14.7775
三餐	085	42	835.0	19.880952381
三餐	086	39	731.9	18.7666666667
三餐	087	34	711.64	20.9305882353
三餐	088	52	946.0	18.1923076923
三餐	089	34	589.0	17.3235294118
三餐	090	45	898.16	19.9591111111
三餐	091	27	494.0	18.2962962963
三餐	092	46	912.66	19.8404347826
三餐	093	75	1351.8	18.024
三餐	094	232	2952.38	12.7257758621
三餐	095	407	4253.71	10.4513759214
三餐	096	973	9285.62	9.54328879753
三餐	097	2286	20981.11	9.17808836395
三餐	098	4407	39839.46	9.04004084411
三餐	099	7478	66363.83	8.87454265846
三餐	100	12144	107766.2	8.87402832675
三餐	101	22704	202254.13	8.90830382312
三餐	102	34888	312866.57	8.96774163036
三餐	103	43571	390988.16	8.97358701889
三餐	104	44534	400984.75	9.00401378722
三餐	105	42169	382602.07	9.07306481064
三餐	106	35310	321693.82	9.11055848202
三餐	107	25184	228931.69	9.09036253177
三餐	108	16737	153786.37	9.18840712195
三餐	109	10369	95831.85	9.24214967692
三餐	110	6435	59574.28	9.25785236985
三餐	111	3447	32528.11	9.43664345808
三餐	112	1533	14207.55	9.26780821918
三餐	113	594	6065.44	10.2111784512
三餐	114	178	2129.48	11.9633707865
三餐	115	84	1108.0	13.1904761905
三餐	116	50	783.6	15.672
三餐	117	50	890.54	17.8108
三餐	118	45	785.94	17.4653333333
三餐	119	47	966.0	20.5531914894
三餐	120	42	879.0	20.9285714286
三餐	121	45	907.0	20.1555555556
三餐	122	39	837.0	21.4615384615
三餐	123	44	937.0	21.2954545455
三餐	124	50	905.0	18.1
三餐	125	53	1088.0	20.5283018868
三餐	126	44	814.0	18.5
三餐	127	32	602.0	18.8125
三餐	128	41	814.0	19.8536585366
三餐	129	39	759.0	19.4615384615
三餐	130	21	351.0	16.7142857143
三餐	131	403	3465.78	8.59995037221
三餐	132	1301	11074.99	8.51267486549
三餐	133	1	32.0	32.0
二餐	019	313	972.4	3.10670926518
二餐	029	1	2.0	2.0
二餐	030	1	2.0	2.0
二餐	031	270	2679.3	9.92333333333
二餐	032	153	918.6	6.00392156863
二餐	033	1512	10969.98	7.25527777778
二餐	034	4692	28376.39	6.04782395567
二餐	035	7089	51007.05	7.19523910284
二餐	036	6366	24753.03	3.88831762488
二餐	037	8450	35397.36	4.18903668639
二餐	038	13054	56416.06	4.32174505899
二餐	039	9894	39131.96	3.95512027491
二餐	040	10461	32954.65	3.15023898289
二餐	041	12796	42723.05	3.33878165052
二餐	042	17276	50798.6	2.94041444779
二餐	043	28591	84335.88	2.94973523137
二餐	044	48624	142964.82	2.94021100691
二餐	045	68015	205043.53	3.01468102624
二餐	046	55556	168135.24	3.02641010872
二餐	047	28273	81213.22	2.87246560323
二餐	048	28533	81363.67	2.85156380332
二餐	049	31377	90057.36	2.87017114447
二餐	050	33414	95259.46	2.85088465912
二餐	051	38431	111319.79	2.89661445187
二餐	052	33189	98722.57	2.97455693151
二餐	053	26892	79055.02	2.93972259408
二餐	054	26463	80173.6	3.02964894381
二餐	055	26092	80944.52	3.10227349379
二餐	056	28748	92559.1	3.21967093363
二餐	057	33157	113326.56	3.41787737129
二餐	058	22271	77999.24	3.50227829913
二餐	059	10851	41977.84	3.8685687955
二餐	060	6798	29347.67	4.31710355987
二餐	061	7135	32129.42	4.5030721794
二餐	062	8508	47410.45	5.57245533615
二餐	063	9667	61461.96	6.35791455467
二餐	064	16041	117843.53	7.34639548657
二餐	065	29159	224030.07	7.68305051614
二餐	066	54836	437800.91	7.9838228536
二餐	067	80297	642396.4	8.00025405682
二餐	068	101099	826661.03	8.17674784123
二餐	069	123007	1039755.08	8.45281227898
二餐	070	105615	885506.88	8.38429086778
二餐	071	66116	544890.0	8.24142416359
二餐	072	51051	415111.72	8.13131417602
二餐	073	37971	299851.35	7.8968515446
二餐	074	28772	222459.12	7.73179202002
二餐	075	21101	161695.59	7.66293493199
二餐	076	10377	79164.39	7.62883203238
二餐	077	5783	41630.65	7.19879820163
二餐	078	2881	22669.69	7.86868795557
二餐	079	1964	16529.68	8.41633401222
二餐	080	2073	16180.46	7.8053352629
二餐	081	2054	15548.55	7.56988802337
二餐	082	1890	13786.3	7.29433862434
二餐	083	1556	12573.0	8.08033419023
二餐	084	1428	11216.1	7.85441176471
二餐	085	1425	11656.9	8.18028070175
二餐	086	1642	12513.15	7.62067600487
二餐	087	1718	13563.9	7.89516880093
二餐	088	1589	12893.2	8.11403398364
二餐	089	1561	13457.7	8.62120435618
二餐	090	1584	12518.2	7.9029040404
二餐	091	1730	14102.0	8.15144508671
二餐	092	2182	17783.06	8.14989000917
二餐	093	3137	24210.16	7.71761555626
二餐	094	2591	20300.58	7.83503666538
二餐	095	2104	15652.71	7.43950095057
二餐	096	3186	21438.0	6.72881355932
二餐	097	5028	36372.95	7.23407915672
二餐	098	10320	75042.91	7.2715998062
二餐	099	17790	132977.2	7.47482855537
二餐	100	28562	223300.31	7.81809081997
二餐	101	50185	406293.69	8.09591890007
二餐	102	81438	663645.03	8.14908310617
二餐	103	100653	815401.34	8.10111313125
二餐	104	104923	855994.86	8.15831476416
二餐	105	97934	807937.95	8.24982079768
二餐	106	69018	557464.15	8.07708351445
二餐	107	49703	394614.26	7.93944550631
二餐	108	37583	291652.92	7.76023521273
二餐	109	23263	176156.41	7.5723857628
二餐	110	14592	110800.22	7.59321683114
二餐	111	10174	74804.03	7.35247002162
二餐	112	5403	46116.4	8.53533222284
二餐	113	3641	32958.5	9.05204614117
二餐	114	2732	24992.16	9.14793557833
二餐	115	2174	22476.46	10.3387580497
二餐	116	2165	21109.2	9.75020785219
二餐	117	2132	20289.2	9.51651031895
二餐	118	2200	20109.89	9.14085909091
二餐	119	2446	21724.4	8.88160261652
二餐	120	2750	24782.8	9.01192727273
二餐	121	2966	26236.8	8.84585300067
二餐	122	2947	26591.5	9.02324397693
二餐	123	2622	23384.4	8.91853546911
二餐	124	2692	23824.8	8.85022288262
二餐	125	2630	22637.0	8.6072243346
二餐	126	2753	24419.7	8.87021431166
二餐	127	2665	23562.3	8.84138836773
二餐	128	2801	23932.4	8.54423420207
二餐	129	3065	25798.61	8.41716476346
二餐	130	3564	28953.5	8.12387766554
二餐	131	4660	37150.9	7.97229613734
二餐	132	3220	26009.3	8.07742236025
二餐	133	1499	12001.7	8.00647098065
二餐	134	1	5.0	5.0
二餐	135	1	6.0	6.0
五餐	039	1	13.5	13.5
五餐	041	3	19.5	6.5
五餐	042	16	90.7	5.66875
五餐	043	20	98.5	4.925
五餐	044	39	149.9	3.84358974359
五餐	045	76	346.4	4.55789473684
五餐	046	71	332.0	4.67605633803
五餐	047	83	411.0	4.95180722892
五餐	048	97	476.2	4.90927835052
五餐	049	102	481.6	4.72156862745
五餐	050	106	516.3	4.87075471698
五餐	051	108	522.52	4.83814814815
五餐	052	90	443.9	4.93222222222
五餐	053	104	433.5	4.16826923077
五餐	054	97	524.0	5.40206185567
五餐	055	99	479.4	4.84242424242
五餐	056	59	320.5	5.43220338983
五餐	057	67	305.4	4.55820895522
五餐	058	35	160.2	4.57714285714
五餐	059	25	160.1	6.404
五餐	060	25	196.92	7.8768
五餐	061	15	226.76	15.1173333333
五餐	062	71	686.74	9.6723943662
五餐	063	222	2397.88	10.8012612613
五餐	064	804	7607.36	9.46189054726
五餐	065	4032	36348.88	9.01509920635
五餐	066	12561	109875.89	8.74738396624
五餐	067	16819	149899.24	8.91249420298
五餐	068	18199	163288.48	8.97238749382
五餐	069	18014	164984.06	9.15865771067
五餐	070	16460	153389.31	9.31891312272
五餐	071	12255	114403.29	9.33523378213
五餐	072	7657	72562.81	9.47666318401
五餐	073	3729	37221.31	9.98157951193
五餐	074	1922	21137.08	10.9974401665
五餐	075	992	13261.12	13.3680645161
五餐	076	610	9154.55	15.0074590164
五餐	077	260	7011.0	26.9653846154
五餐	078	186	4992.2	26.8397849462
五餐	079	73	3202.0	43.8630136986
五餐	080	57	2312.5	40.5701754386
五餐	081	63	2584.5	41.0238095238
五餐	082	42	2026.75	48.255952381
五餐	083	43	1812.0	42.1395348837
五餐	084	19	698.0	36.7368421053
五餐	085	18	858.0	47.6666666667
五餐	086	9	503.0	55.8888888889
五餐	087	11	520.0	47.2727272727
五餐	088	10	634.0	63.4
五餐	089	7	336.0	48.0
五餐	090	3	137.0	45.6666666667
五餐	091	13	492.0	37.8461538462
五餐	092	5	196.5	39.3
五餐	093	10	472.0	47.2
五餐	094	8	149.5	18.6875
五餐	095	24	361.5	15.0625
五餐	096	46	959.5	20.8586956522
五餐	097	130	1642.48	12.6344615385
五餐	098	1682	16573.35	9.85335909631
五餐	099	1329	13111.67	9.86581640331
五餐	100	2875	27715.38	9.64013217391
五餐	101	9195	88184.85	9.59052202284
五餐	102	17397	162612.71	9.34716962695
五餐	103	18920	177647.44	9.38939957717
五餐	104	17032	158851.93	9.3266750822
五餐	105	13392	125765.33	9.39107900239
五餐	106	8103	78776.03	9.72183512279
五餐	107	4429	44507.3	10.0490629939
五餐	108	2165	23959.56	11.0667713626
五餐	109	1142	15671.13	13.722530648
五餐	110	556	10752.51	19.3390467626
五餐	111	254	7531.5	29.6515748031
五餐	112	130	4565.5	35.1192307692
五餐	113	107	4295.5	40.1448598131
五餐	114	58	3237.5	55.8189655172
五餐	115	57	2827.5	49.6052631579
五餐	116	37	2615.0	70.6756756757
五餐	117	42	2650.0	63.0952380952
五餐	118	34	1596.0	46.9411764706
五餐	119	39	1605.0	41.1538461538
五餐	120	33	2114.0	64.0606060606
五餐	121	19	1286.0	67.6842105263
五餐	122	24	1211.0	50.4583333333
五餐	123	10	622.0	62.2
五餐	124	8	348.0	43.5
五餐	125	8	491.0	61.375
五餐	126	3	114.0	38.0
五餐	127	4	193.0	48.25
五餐	129	5	279.0	55.8
五餐	130	2	73.0	36.5
五餐	131	3	251.0	83.6666666667
六餐	052	3	35.0	11.6666666667
六餐	054	1	6.0	6.0
六餐	055	1	6.0	6.0
六餐	056	1	15.0	15.0
六餐	058	1	18.0	18.0
六餐	061	1	3.5	3.5
六餐	062	8	95.04	11.88
六餐	063	104	856.98	8.24019230769
六餐	064	887	7103.53	8.00848928974
六餐	065	4771	35731.14	7.48923496122
六餐	066	7859	58418.48	7.43332230564
六餐	067	9307	68234.94	7.3315719351
六餐	068	9534	69870.39	7.32854940214
六餐	069	8918	64671.29	7.25177057636
六餐	070	7800	56543.46	7.24916153846
六餐	071	5816	42206.76	7.25700825309
六餐	072	3847	28044.82	7.29004938913
六餐	073	2115	16005.82	7.56776359338
六餐	074	838	6843.38	8.16632458234
六餐	075	287	2583.2	9.00069686411
六餐	076	55	1118.32	20.3330909091
六餐	077	26	772.5	29.7115384615
六餐	078	24	627.01	26.1254166667
六餐	079	20	764.0	38.2
六餐	080	29	769.0	26.5172413793
六餐	081	8	215.66	26.9575
六餐	082	5	193.0	38.6
六餐	083	6	150.0	25.0
六餐	084	6	183.0	30.5
六餐	085	3	171.0	57.0
六餐	086	5	120.0	24.0
六餐	087	4	152.0	38.0
六餐	088	201	1728.5	8.59950248756
六餐	089	316	2692.17	8.51952531646
六餐	090	546	4010.04	7.3443956044
六餐	091	1	79.0	79.0
六餐	092	4	175.0	43.75
六餐	093	2	27.0	13.5
六餐	094	5	75.5	15.1
六餐	095	1	68.0	68.0
