F	一餐	393897	1824013.49	4.6306864231
F	三餐	219087	1397121.57	6.37701721234
F	二餐	538024	3303890.46	6.14078639614
F	五餐	37095	341245.53	9.19923251112
F	六餐	29930	204589.11	6.83558670231
F	哈乐	51193	344918.3	6.73760670404
F	四餐	208924	1446642.21	6.92425097165
M	一餐	729433	3954154.36	5.42086025721
M	三餐	726810	5525712.88	7.60269242305
M	二餐	1689304	11386934.1	6.74060684163
M	五餐	178721	1735616.39	9.71131758439
M	六餐	81265	620589.83	7.6366188396
M	哈乐	141268	1084923.27	7.6798940312
M	四餐	647080	4935468.29	7.62729228225
