M	面点	109519	371773.09	3.39459901935
M	川菜	13046	105839.55	8.11279702591
M	点心	16937	182727.9	10.7886815847
M	烤肉	22515	232570.08	10.3295616256
M	炖品	24313	77953.6	3.20625179945
M	粥档	33089	284558.65	8.59979600471
M	甜点	3596	45132.23	12.5506757508
M	炒面	9334	74012.89	7.92938611528
M	土豆粉	11144	73128.2	6.56211414214
M	麻辣烫	13323	100103.7	7.51360054042
M	百味林	2162	28758.78	13.301933395
M	笼仔饭	3924	39010.4	9.94148827727
M	西餐厅	5449	40602.99	7.4514571481
M	串串烧	7580	98083.75	12.9398087071
M	烧腊饭	8093	65255.08	8.06315087112
M	东餐厅	81653	639676.94	7.8340898681
M	粉面饭	8568	88910.3	10.377019141
M	供应点1	48	542.0	11.2916666667
M	面包房1	55	277.9	5.05272727273
M	海派食府	10612	69560.16	6.55485865058
M	六餐面馆	11143	75088.07	6.73858655658
M	西式快餐	12290	185058.0	15.0576078112
M	川味点心	123905	590392.6	4.76488115895
M	上海快餐	131972	737919.64	5.5914863759
M	新疆餐厅	14890	165608.25	11.1221121558
M	吉祥小厨	22351	112908.81	5.05162229878
M	二楼面馆	22518	220784.13	9.80478417266
M	教育超市	39936	291621.54	7.30222205529
M	淮扬快餐	46324	203513.87	4.39327065884
M	中式点心	47968	179155.48	3.73489576384
M	教工餐厅	52498	432417.06	8.23682921254
M	绿园餐厅	54478	478394.84	8.78143177062
M	松叶蔬菜	6	10.5	1.75
M	西北面点	67912	281370.78	4.1431673342
M	江南小吃	71387	234883.28	3.29028086346
M	高知餐厅	750	6287.76	8.38368
M	吉姆丽德	778	41197.5	52.9530848329
M	大众餐厅	79897	608023.96	7.61009750053
M	哈乐之家	8248	65687.1	7.96400339476
M	中西餐厅	870	44238.9	50.8493103448
M	一餐清真	8919	60340.47	6.76538513286
M	风味煲仔饭	16484	178482.4	10.8276146566
M	苏记麻辣烫	2646	25899.0	9.78798185941
M	一楼快餐厅	27489	226115.67	8.22567827131
M	顺日北小吃	33030	138580.55	4.19559642749
M	二楼快餐厅	58168	509753.55	8.76347046486
M	梦园面包房2	6720	26154.9	3.89209821429
M	六餐伊诺咖啡	285	7334.8	25.7361403509
M	一餐教工餐厅	8394	75212.7	8.96029306648
M	六餐东一楼餐厅	40998	299408.38	7.30299965852
M	二大楼教工餐厅	44953	422318.52	9.39466820902
M	闵行三餐时光咖啡	620	11263.0	18.1661290323
M	闵行第三餐饮外婆桥	57790	565688.04	9.78868385534
M	闵行第三餐饮清真餐厅	14085	89486.2	6.35329783458
M	闵行第三餐饮学生餐厅	198444	1116413.71	5.62583756627
M	后发定额卡（第四餐饮）	49	372.32	7.59836734694
P	烤肉	12489	131514.51	10.5304275763
P	川菜	12896	102045.24	7.91293734491
P	炖品	18589	52220.6	2.80922050675
P	甜点	2137	26694.4	12.4915301825
P	粥档	22303	191843.59	8.60169439089
P	炒面	6045	46953.1	7.76726220017
P	面点	75009	252974.74	3.37259182231
P	点心	7804	84344.9	10.8079062019
P	百味林	1246	16879.1	13.5466292135
P	笼仔饭	2275	22838.5	10.0389010989
P	烧腊饭	4006	31885.2	7.95936095856
P	西餐厅	4157	31219.26	7.51004570604
P	串串烧	4225	53219.61	12.5963573964
P	粉面饭	4726	49249.33	10.4209331358
P	东餐厅	60336	482377.08	7.9948468576
P	土豆粉	8227	53604.8	6.51571654309
P	麻辣烫	9235	66361.5	7.18586897672
P	供应点1	23	317.0	13.7826086957
P	面包房1	37	223.6	6.04324324324
P	海派食府	10018	66116.79	6.59979936115
P	二楼面馆	11218	109369.4	9.74945623106
P	六餐面馆	11453	77978.05	6.80852615035
P	吉祥小厨	14593	73278.25	5.02146577126
P	绿园餐厅	20542	178662.85	8.6974418265
P	江南小吃	22429	77145.84	3.43955771546
P	西北面点	23619	106973.66	4.52913586519
P	大众餐厅	26186	201811.86	7.70686091805
P	淮扬快餐	34448	152328.67	4.42198879471
P	吉姆丽德	368	20830.0	56.6032608696
P	松叶蔬菜	4	8.0	2.0
P	中式点心	40548	142980.23	3.52619685311
P	西式快餐	4099	62331.01	15.2063942425
P	教工餐厅	41083	340505.36	8.2882301682
P	川味点心	43049	219208.93	5.09207949081
P	中西餐厅	460	24829.95	53.9781521739
P	上海快餐	47505	276256.9	5.81532259762
P	哈乐之家	4777	39587.2	8.28704207662
P	教育超市	6717	48905.6	7.28086943576
P	一餐清真	6799	47279.39	6.95387409913
P	新疆餐厅	7267	87931.65	12.1001307279
P	高知餐厅	965	7895.8	8.1821761658
P	风味煲仔饭	11511	125493.2	10.9020241508
P	一楼快餐厅	17641	147736.89	8.37463239045
P	苏记麻辣烫	1779	17103.08	9.61387296234
P	顺日北小吃	26175	108830.46	4.1578017192
P	二楼快餐厅	36789	326902.72	8.88588219305
P	梦园面包房2	3831	15111.58	3.9445523362
P	六餐伊诺咖啡	193	5559.6	28.8062176166
P	一餐教工餐厅	6728	60292.8	8.9614744352
P	二大楼教工餐厅	16481	158376.4	9.60963533766
P	六餐东一楼餐厅	40809	302038.35	7.40126810263
P	闵行三餐时光咖啡	164	3308.0	20.1707317073
P	闵行第三餐饮外婆桥	26207	258886.23	9.87851451902
P	闵行第三餐饮清真餐厅	9745	60462.91	6.20450590046
P	闵行第三餐饮学生餐厅	98463	532394.3	5.40704934849
P	后发定额卡（第四餐饮）	25	156.2	6.248
U1	炒面	1474	12653.9	8.58473541384
U1	面点	1993	7188.3	3.60677370798
U1	烤肉	2969	30139.7	10.1514651398
U1	炖品	3112	11919.9	3.83030205656
U1	粥档	3271	30337.0	9.27453378172
U1	点心	4711	52578.39	11.160770537
U1	甜点	808	10528.7	13.0305693069
U1	川菜	8610	74368.81	8.63749245064
U1	粉面饭	1124	13266.2	11.8026690391
U1	笼仔饭	1201	12069.4	10.0494587843
U1	麻辣烫	1695	15005.5	8.85280235988
U1	串串烧	2444	30290.27	12.3937274959
U1	烧腊饭	2682	22918.25	8.5452087994
U1	百味林	299	1949.3	6.51939799331
U1	西餐厅	385	3096.18	8.04202597403
U1	东餐厅	5821	50008.21	8.59099982821
U1	土豆粉	796	6360.9	7.99108040201
U1	供应点1	58	736.5	12.6982758621
U1	面包房1	85	474.0	5.57647058824
U1	高知餐厅	1135	9394.96	8.27749779736
U1	大众餐厅	11391	90077.15	7.90774734439
U1	海派食府	11526	81246.74	7.04899705015
U1	绿园餐厅	12877	123024.56	9.55382154228
U1	西式快餐	15867	263466.6	16.6046889771
U1	松叶蔬菜	2	1.0	0.5
U1	新疆餐厅	2077	21540.25	10.370847376
U1	教工餐厅	2308	21258.37	9.2107322357
U1	上海快餐	24868	144791.57	5.82240509892
U1	哈乐之家	25534	223596.75	8.75682423435
U1	江南小吃	31374	142181.13	4.53181392236
U1	西北面点	33033	163659.17	4.95441437351
U1	川味点心	36305	192621.25	5.30563971905
U1	吉祥小厨	37735	203167.46	5.38405883132
U1	中式点心	40344	187344.23	4.6436701864
U1	中西餐厅	411	21040.25	51.1928223844
U1	二楼面馆	4332	42337.54	9.77320867959
U1	教育超市	4390	39371.59	8.9684715262
U1	六餐面馆	485	3688.5	7.60515463918
U1	一餐清真	5168	33777.7	6.53593266254
U1	吉姆丽德	578	29471.0	50.9878892734
U1	淮扬快餐	62807	253273.29	4.03256468228
U1	一楼快餐厅	1226	10365.18	8.45446982055
U1	苏记麻辣烫	151	1557.92	10.3173509934
U1	风味煲仔饭	2179	22627.5	10.3843506196
U1	二楼快餐厅	4175	39192.97	9.38753772455
U1	顺日北小吃	49940	215601.75	4.31721565879
U1	梦园面包房2	12446	49821.86	4.00304194119
U1	一餐教工餐厅	10383	92476.12	8.90649330637
U1	六餐伊诺咖啡	165	5495.0	33.303030303
U1	上海快餐定额卡	1	1.5	1.5
U1	二大楼教工餐厅	7040	69899.7	9.92893465909
U1	六餐东一楼餐厅	951	7408.54	7.79026288118
U1	闵行三餐时光咖啡	1444	26113.0	18.0837950139
U1	闵行第三餐饮外婆桥	117320	1240695.45	10.5753106887
U1	闵行第三餐饮清真餐厅	18943	122438.63	6.46352900808
U1	闵行第三餐饮学生餐厅	279132	1746560.56	6.25711333706
U1	后发定额卡（第四餐饮）	2	17.88	8.94
U2	川菜	12917	115294.49	8.92579468917
U2	面点	1540	4969.6	3.22701298701
U2	烤肉	1876	19481.1	10.3843816631
U2	粥档	2557	24959.3	9.76116542824
U2	炖品	4564	16063.0	3.51950043821
U2	点心	7147	79675.69	11.1481306842
U2	炒面	735	6192.2	8.42476190476
U2	甜点	791	10242.7	12.9490518331
U2	笼仔饭	1293	13268.8	10.2620262954
U2	百味林	189	1315.0	6.95767195767
U2	麻辣烫	2109	19318.0	9.15979137032
U2	串串烧	2561	32349.13	12.6314447481
U2	西餐厅	286	2239.69	7.83108391608
U2	东餐厅	3510	28629.08	8.15643304843
U2	烧腊饭	4833	39996.6	8.27572936065
U2	土豆粉	811	6219.0	7.6683107275
U2	粉面饭	845	9969.7	11.7984615385
U2	供应点1	41	604.5	14.743902439
U2	面包房1	53	290.4	5.47924528302
U2	海派食府	12440	86128.95	6.92354903537
U2	高知餐厅	1334	11729.0	8.79235382309
U2	教工餐厅	1971	17259.34	8.75664129883
U2	松叶蔬菜	2	1.0	0.5
U2	教育超市	21729	227683.36	10.4783174559
U2	西式快餐	22863	351163.0	15.3594453921
U2	中西餐厅	265	15956.5	60.2132075472
U2	六餐面馆	302	2150.2	7.11986754967
U2	吉姆丽德	306	15733.0	51.4150326797
U2	吉祥小厨	30786	156188.08	5.07334762554
U2	哈乐之家	31072	272204.09	8.76043029094
U2	大众餐厅	32845	251952.75	7.67096209469
U2	中式点心	42168	180098.64	4.27097894138
U2	西北面点	44611	198817.12	4.45668377754
U2	二楼面馆	5155	52891.8	10.2602909796
U2	淮扬快餐	57403	234925.01	4.09255631239
U2	江南小吃	62808	256484.83	4.08363313591
U2	川味点心	74384	362668.61	4.87562661325
U2	新疆餐厅	8726	92136.4	10.5588356635
